Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1755508078,20,,Aggregated,8.800000,1.500000,17,33,66,260,290,350,770,1000,1600,1600,1600,880,167,17,102.25734095339986,1.9472499998300918,1602.9233330000352,64348.755681818184
1755508079,20,,Aggregated,8.800000,1.500000,17,33,66,260,290,340,770,1000,1600,1600,1600,888,168,17,101.79307704278534,1.9472499998300918,1602.9233330000352,64661.72184684685
1755508080,20,,Aggregated,9.500000,1.300000,17,33,65,260,290,340,770,1000,1600,1600,1600,896,170,17,101.33375953124144,1.9472499998300918,1602.9233330000352,64089.39174107143
1755508081,20,,Aggregated,9.300000,1.300000,17,33,64,260,290,340,770,1000,1600,1600,1600,908,174,17,100.46153010241613,1.9472499998300918,1602.9233330000352,64418.03193832599
1755508082,20,,Aggregated,9.300000,1.300000,17,33,64,260,290,340,770,1000,1600,1600,1600,914,174,17,100.20363826366801,1.9472499998300918,1602.9233330000352,64581.34573304158
1755508083,20,,Aggregated,9.300000,1.700000,17,33,64,260,290,340,770,1000,1600,1600,1600,923,175,17,99.98092849186727,1.9472499998300918,1602.9233330000352,64535.10292524377
1755508084,20,,Aggregated,9.300000,1.700000,17,32,64,260,290,340,770,1000,1600,1600,1600,934,177,17,99.52761772804347,1.9472499998300918,1602.9233330000352,64643.078158458244
1755508085,20,,Aggregated,9.200000,1.700000,17,32,63,260,290,340,770,1000,1600,1600,1600,943,179,17,98.98108695439241,1.9472499998300918,1602.9233330000352,64316.47613997879
1755508086,20,,Aggregated,9.000000,1.300000,17,32,63,260,290,340,770,1000,1600,1600,1600,949,180,17,99.03762157322673,1.9472499998300918,1602.9233330000352,64766.86195995785
1755508087,20,,Aggregated,9.300000,1.600000,17,32,63,260,290,340,770,1000,1600,1600,1600,960,183,17,98.37593615207622,1.9472499998300918,1602.9233330000352,64876.371875
1755508088,20,,Aggregated,9.300000,1.600000,17,32,63,260,290,330,770,1000,1600,1600,1600,969,183,17,98.36979695458592,1.9472499998300918,1602.9233330000352,64838.99174406605
1755508089,20,,Aggregated,9.000000,1.800000,17,32,63,260,290,330,770,1000,1600,1600,1600,975,185,17,97.9583353405056,1.9472499998300918,1602.9233330000352,65560.9682051282
1755508090,20,,Aggregated,9.000000,1.800000,17,32,61,250,290,330,770,1000,1600,1600,1600,986,188,17,97.11382576774136,1.9472499998300918,1602.9233330000352,66492.49188640974
1755508091,20,,Aggregated,8.500000,1.700000,17,32,61,250,290,330,770,1000,1600,1600,1600,994,190,17,96.72342492353292,1.9472499998300918,1602.9233330000352,66234.6106639839
1755508092,20,,Aggregated,8.500000,1.700000,17,32,61,250,290,330,770,1000,1600,1600,1600,1003,190,17,96.26037479061858,1.9472499998300918,1602.9233330000352,66188.65004985045
1755508093,20,,Aggregated,9.000000,1.800000,17,32,61,250,290,330,770,1000,1600,1600,1600,1012,191,17,95.80024542884374,1.9472499998300918,1602.9233330000352,66953.20158102766
1755508094,20,,Aggregated,8.500000,1.600000,17,32,60,250,290,330,770,1000,1600,1600,1600,1022,191,17,95.06708027591961,1.9472499998300918,1602.9233330000352,67102.63992172212
1755508095,20,,Aggregated,8.900000,1.600000,17,32,60,250,290,330,770,1000,1600,1600,1600,1030,195,17,95.07176343105894,1.9472499998300918,1602.9233330000352,67383.57669902913
